Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-20 00:00:00+05:30,2406.5527919589663,2438.4085914244906,2384.4837057588297,2428.91552734375,281363,0.0,0.0
2025-02-21 00:00:00+05:30,2434.5431155991178,2438.849174266014,2388.93693193553,2406.308349609375,401690,0.0,0.0
2025-02-24 00:00:00+05:30,2383.0646001925047,2441.784877815318,2372.2992159616556,2423.2880859375,443566,0.0,0.0
2025-02-25 00:00:00+05:30,2414.2841666859767,2480.9317786807105,2409.635477948804,2466.251708984375,376793,0.0,0.0
2025-02-27 00:00:00+05:30,2439.82759314531,2491.501486466722,2421.428524600048,2443.791259765625,813793,0.0,0.0
2025-02-28 00:00:00+05:30,2433.7109215778264,2436.8426220364604,2397.793731676001,2412.033447265625,1038405,0.0,0.0
2025-03-03 00:00:00+05:30,2412.033374769137,2424.119821930088,2328.4547026241617,2382.0859375,411814,0.0,0.0
2025-03-04 00:00:00+05:30,2340.0031087673265,2354.829883582005,2310.6429693850514,2339.171142578125,775523,0.0,0.0
2025-03-05 00:00:00+05:30,2339.024574247061,2379.8841039436365,2337.1162128622923,2358.25537109375,645068,0.0,0.0
2025-03-06 00:00:00+05:30,2374.5992622385447,2405.3784275874823,2361.876535028271,2399.800048828125,371337,0.0,0.0
2025-03-07 00:00:00+05:30,2383.064750676872,2433.025971162555,2371.7610487339966,2421.379638671875,286553,0.0,0.0
2025-03-10 00:00:00+05:30,2436.891650459485,2471.096166200332,2378.1713697255213,2388.3984375,468995,0.0,0.0
2025-03-11 00:00:00+05:30,2378.220386472233,2422.896638488823,2363.491334715579,2405.965576171875,294333,0.0,0.0
2025-03-12 00:00:00+05:30,2422.603071259227,2426.028421135576,2358.2066847306237,2380.6181640625,259045,0.0,0.0
2025-03-13 00:00:00+05:30,2397.695899025336,2400.1915588303805,2348.8113113936442,2360.26171875,454119,0.0,0.0
2025-03-17 00:00:00+05:30,2363.49147981484,2375.578167427854,2300.8565089211966,2332.663330078125,465223,0.0,0.0
2025-03-18 00:00:00+05:30,2332.663330078125,2332.663330078125,2332.663330078125,2332.663330078125,0,0.0,0.0
2025-03-19 00:00:00+05:30,2383.0645242856117,2385.853832957217,2326.1059045924494,2362.36572265625,423270,0.0,0.0
2025-03-20 00:00:00+05:30,2368.3846407555025,2391.8727528952263,2361.093587065483,2366.720947265625,208116,0.0,0.0
2025-03-21 00:00:00+05:30,2366.7210393548844,2374.7460968615255,2334.1312347062594,2349.887939453125,1030473,0.0,0.0
2025-03-24 00:00:00+05:30,2365.1549526384442,2386.441054040872,2341.617859392982,2374.55029296875,464577,0.0,0.0
2025-03-25 00:00:00+05:30,2324.5891557788473,2363.4423611168495,2291.461034556334,2327.671875,1354361,0.0,0.0
2025-03-26 00:00:00+05:30,2338.4863387097844,2353.7047268300316,2311.8175429484045,2341.81396484375,508577,0.0,0.0
2025-03-27 00:00:00+05:30,2339.3672060294934,2357.619331515798,2305.7497488797094,2343.23291015625,803990,0.0,0.0
2025-03-28 00:00:00+05:30,2358.451019733162,2389.9152050120238,2319.5488373419957,2338.82861328125,713552,0.0,0.0
2025-04-01 00:00:00+05:30,2338.8287741173535,2360.261580505084,2296.745907253089,2300.366943359375,330923,0.0,0.0
2025-04-02 00:00:00+05:30,2299.8778057947416,2319.5002152861907,2276.194005538779,2314.16650390625,349700,0.0,0.0
2025-04-03 00:00:00+05:30,2309.664550176856,2362.366101693891,2290.091121785527,2358.451416015625,345546,0.0,0.0
2025-04-04 00:00:00+05:30,2348.811258304166,2392.6557829125313,2339.856510955256,2371.663330078125,349346,0.0,0.0
2025-04-07 00:00:00+05:30,2268.6090890656437,2351.453520290342,2262.198744166999,2337.311767578125,647807,0.0,0.0
2025-04-08 00:00:00+05:30,2353.5578680940184,2397.7447835314388,2348.811216520593,2387.860107421875,319178,0.0,0.0
2025-04-09 00:00:00+05:30,2397.842774489285,2465.273135051296,2390.845130964231,2454.605712890625,589111,0.0,0.0
2025-04-11 00:00:00+05:30,2455.7310588059845,2470.1174797109184,2418.6882530300386,2438.50634765625,528021,0.0,0.0
2025-04-15 00:00:00+05:30,2485.8250398329856,2485.8250398329856,2419.3733557982187,2460.0859375,544832,0.0,0.0
2025-04-16 00:00:00+05:30,2461.358269942823,2502.462463715228,2456.7585627121184,2497.177734375,275642,0.0,0.0
2025-04-17 00:00:00+05:30,2522.0361687141367,2545.6222447555047,2477.212971324379,2515.6748046875,413204,0.0,0.0
2025-04-21 00:00:00+05:30,2520.0785558928483,2532.605596112708,2484.8463896745407,2489.73974609375,277896,0.0,0.0
2025-04-22 00:00:00+05:30,2491.697137812091,2617.1627510888434,2480.0510448780124,2602.09130859375,747000,0.0,0.0
2025-04-23 00:00:00+05:30,2602.287092147782,2656.114015828913,2594.4577214305264,2631.255859375,713125,0.0,0.0
2025-04-24 00:00:00+05:30,2618.7289405428255,2685.4742812328423,2605.8105260437005,2673.730224609375,712805,0.0,0.0
2025-04-25 00:00:00+05:30,2673.7301881346957,2677.546910911878,2593.9684713217466,2614.422607421875,437084,0.0,0.0
2025-04-28 00:00:00+05:30,2611.094996027788,2644.8591554591817,2581.049835276971,2637.02978515625,391090,0.0,0.0
2025-04-29 00:00:00+05:30,2624.796559170125,2640.4553007609984,2582.3223181782555,2587.802734375,556023,0.0,0.0
2025-04-30 00:00:00+05:30,2587.8026908269567,2596.7086955302675,2519.1979737464976,2532.214111328125,570830,0.0,0.0
2025-05-02 00:00:00+05:30,2515.1854035457914,2524.7764306923036,2477.017220379143,2483.867919921875,596450,0.0,0.0
2025-05-05 00:00:00+05:30,2494.633317734166,2572.9270271962037,2494.633317734166,2565.09765625,479629,0.0,0.0
2025-05-06 00:00:00+05:30,2554.332255714543,2582.7137252224825,2535.737499830031,2565.489013671875,345419,0.0,0.0
2025-05-07 00:00:00+05:30,2550.417489356375,2590.3473274599223,2518.1213354236197,2578.603271484375,438715,0.0,0.0
2025-05-08 00:00:00+05:30,2578.5053351951447,2583.594378383334,2475.5491578747265,2496.19921875,555347,0.0,0.0
2025-05-09 00:00:00+05:30,2446.678175082092,2500.3094084665745,2441.4911695642345,2496.10107421875,254167,0.0,0.0
2025-05-12 00:00:00+05:30,2526.9294258245727,2569.4036668432927,2522.036069074332,2555.898193359375,333871,0.0,0.0
2025-05-13 00:00:00+05:30,2555.898066676302,2578.5052303818316,2536.618050889217,2543.46875,226099,0.0,0.0
2025-05-14 00:00:00+05:30,2541.8051873154504,2559.2255851655973,2515.2833370395697,2552.17919921875,300928,0.0,0.0
2025-05-15 00:00:00+05:30,2552.17930116539,2603.2658999874775,2540.141595269736,2598.763916015625,283082,0.0,0.0
2025-05-16 00:00:00+05:30,2604.244455506126,2640.455295360965,2561.6722518930046,2632.332275390625,455396,0.0,0.0
2025-05-19 00:00:00+05:30,2642.412516351074,2688.8014405092013,2616.9670624899154,2653.667236328125,324331,0.0,0.0
2025-05-20 00:00:00+05:30,2660.0287368029517,2660.0287368029517,2569.5016366726086,2573.318359375,403620,0.0,0.0
2025-05-21 00:00:00+05:30,2591.032440645131,2619.8052832228286,2575.3736987942066,2602.580810546875,337502,0.0,0.0
2025-05-22 00:00:00+05:30,2543.6646515409675,2543.6646515409675,2428.7684984580897,2434.053466796875,2392352,0.0,0.0
2025-05-23 00:00:00+05:30,2434.0537833435637,2446.384899870873,2416.3397350748187,2426.517822265625,616422,0.0,0.0
2025-05-26 00:00:00+05:30,2436.7935075883724,2460.379580846063,2429.0621001033924,2456.758544921875,638832,0.0,0.0
2025-05-27 00:00:00+05:30,2456.758939786017,2465.273333444729,2436.5982127442107,2459.499267578125,604552,0.0,0.0
2025-05-28 00:00:00+05:30,2468.3037495764693,2489.5737017271285,2443.571247075703,2479.9775390625,742342,27.0,0.0
2025-05-29 00:00:00+05:30,2479.9774997990503,2482.1539116789913,2448.517708810484,2460.290283203125,530352,0.0,0.0
2025-05-30 00:00:00+05:30,2460.2903740604697,2468.1059899326074,2422.7959960896146,2429.6220703125,869858,0.0,0.0
2025-06-02 00:00:00+05:30,2429.6219292279256,2467.3143582568973,2429.325332431558,2447.8251953125,680858,0.0,0.0
2025-06-03 00:00:00+05:30,2448.616791078198,2453.3652383684052,2419.1355995883696,2448.715576171875,606721,0.0,0.0
2025-06-04 00:00:00+05:30,2463.357121822046,2463.357121822046,2433.8759320584286,2455.541748046875,331408,0.0,0.0
2025-06-05 00:00:00+05:30,2458.410718840497,2459.7956423524506,2422.0044272940518,2426.950927734375,387297,0.0,0.0
2025-06-06 00:00:00+05:30,2431.204913775453,2438.327825949616,2402.020561809481,2406.472412109375,385685,0.0,0.0
2025-06-09 00:00:00+05:30,2417.84931373674,2428.3359908413663,2402.020512992146,2424.7744140625,231846,0.0,0.0
2025-06-10 00:00:00+05:30,2433.9749003354536,2435.5576354587974,2412.902761492767,2423.68603515625,393905,0.0,0.0
2025-06-11 00:00:00+05:30,2432.5899541340923,2432.5899541340923,2403.1090039543496,2406.076904296875,590039,0.0,0.0
2025-06-12 00:00:00+05:30,2417.552552546917,2417.552552546917,2374.320187439622,2380.651611328125,582682,0.0,0.0
2025-06-13 00:00:00+05:30,2362.1518209320657,2362.1518209320657,2321.1948930485173,2345.828369140625,455362,0.0,0.0
2025-06-16 00:00:00+05:30,2345.8282084294897,2362.6463091230194,2331.3845727508683,2359.876220703125,272139,0.0,0.0
2025-06-17 00:00:00+05:30,2359.8762188372143,2365.812019077296,2330.790894272145,2356.5126953125,441232,0.0,0.0
2025-06-18 00:00:00+05:30,2356.5128793753483,2383.2239825420716,2338.804503887268,2372.7373046875,300348,0.0,0.0
2025-06-19 00:00:00+05:30,2377.8818528652496,2382.234676759617,2352.555673311615,2374.0234375,277544,0.0,0.0
2025-06-20 00:00:00+05:30,2366.7027020226424,2386.5874893213727,2354.5342623610736,2376.595703125,394282,0.0,0.0
2025-06-23 00:00:00+05:30,2372.3415916108347,2408.8466679479725,2360.8656140726075,2384.015380859375,420574,0.0,0.0
2025-06-24 00:00:00+05:30,2394.10629158473,2418.8387945969694,2384.3123170032236,2398.85498046875,325700,0.0,0.0
2025-06-25 00:00:00+05:30,2412.70514929895,2422.7959620848546,2389.159758446274,2393.908447265625,239813,0.0,0.0
2025-06-26 00:00:00+05:30,2384.2130685785755,2389.0605421066784,2327.9219935707692,2350.280029296875,1200717,0.0,0.0
2025-06-27 00:00:00+05:30,2359.678570904841,2369.7693837076517,2349.093108047693,2353.841796875,905150,0.0,0.0
2025-06-30 00:00:00+05:30,2356.7105222090927,2391.830673856005,2355.523410459089,2381.34423828125,328578,0.0,0.0
2025-07-01 00:00:00+05:30,2391.0391717529883,2405.9776989788684,2369.373597473022,2383.916259765625,460578,0.0,0.0
2025-07-02 00:00:00+05:30,2392.0285444241435,2434.766500702661,2369.373669415597,2408.550048828125,714558,0.0,0.0
2025-07-03 00:00:00+05:30,2413.9911860128477,2442.0872112567663,2397.074058284442,2419.135498046875,504145,0.0,0.0
2025-07-04 00:00:00+05:30,2430.2156971039694,2430.2156971039694,2400.536694086213,2420.5205078125,248938,0.0,0.0
2025-07-07 00:00:00+05:30,2419.827939179333,2465.2367151797457,2414.9804655118533,2439.020263671875,379303,0.0,0.0
2025-07-08 00:00:00+05:30,2441.592514853631,2441.592514853631,2399.0526128525344,2424.7744140625,439515,0.0,0.0
2025-07-09 00:00:00+05:30,2417.1569863903037,2441.394838877953,2406.9671470388066,2412.50732421875,579978,0.0,0.0
2025-07-10 00:00:00+05:30,2411.913530703875,2417.354680998736,2381.4430407469863,2385.499267578125,350043,0.0,0.0
2025-07-11 00:00:00+05:30,2385.499340029711,2408.9457037067327,2344.7402248886783,2350.676025390625,804235,0.0,0.0
2025-07-14 00:00:00+05:30,2363.1409766085644,2368.5821268731556,2331.2855633651716,2352.654541015625,729605,0.0,0.0
