address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,shortName,longName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,corporateActions,regularMarketTime,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,marketState,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Colgate Research Centre,Main Street Hiranandani Gardens Powai,Mumbai,400076,India,91 22 6709 5050,91 22 2570 5088,https://www.colgatepalmolive.co.in,Household & Personal Products,household-personal-products,Household & Personal Products,Consumer Defensive,consumer-defensive,Consumer Defensive,"Colgate-Palmolive (India) Limited manufactures and trades in personal and oral care products in India. The company offers toothpastes, toothpowder, toothbrushes, mouth wash, rinses, hand washes, and shower gels under the Colgate brand name. It also offers soaps, cosmetics, and toilet preparations. In addition, the company exports its products. The company was incorporated in 1937 and is headquartered in Mumbai, India.",2198,"[{'maxAge': 1, 'name': 'Ms. Prabha  Narasimhan', 'age': 53, 'title': 'MD, CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 68570000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Madukkakuzy Sebastian Jacob', 'age': 56, 'title': 'CFO & Whole-Time Director', 'yearBorn': 1969, 'fiscalYear': 2025, 'totalPay': 42349000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jaikishan  Shah', 'title': 'Company Secretary & Compliance Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Priyan  Pillay', 'title': 'Executive Vice President of Legal', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Shilpashree  Muniswamappa', 'title': 'Director of ESG & Communications', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gunjit  Jain', 'title': 'Executive Vice President of Marketing', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Balaji  Sreenivasan', 'title': 'Executive Vice President of Human Resources', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ruchir  Bhatnagar', 'title': 'Executive Vice President of Customer Development', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Swati  Agarwal', 'title': 'Executive Vice President of India Global Technology Center', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Niraj  Kumar', 'title': 'Managing Director of Colgate-Palmolive ACI Bangladesh Pvt. Ltd.', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",5,5,1,4,2,1769904000,1767139200,[],86400,2,2167.2,2167.2,2167.2,2211.8,2167.2,2167.2,2167.2,2211.8,51.0,2.32,1762128000,1.0451,2.22,0.291,45.048164,40.885765,349117,349117,364918,263017,263017,0.0,0.0,0,0,597797175296,2029.4,2747.4,3890.0,51.075,10.128379,2117.77,2267.0105,51.0,0.02353267,INR,False,584784216064,0.22483,132053847,271985634,0.51429003,0.21766001,271985635,58.171,37.78343,1743379200,1774915200,1767139200,0.003,13269900288,48.79,53.75709,2:1,1442966400,9.908,31.553,-0.13526529,0.11527538,24.0,1762128000,EQUITY,2197.9,2740.0,1800.0,2271.4138,2270.0,3.03448,hold,29,13474700288,49.553,18533599232,599900032,59022000128,3.791,217.037,40605900800,0.003,0.017,0.68797994,0.31401,0.27304,INR,COLPAL.NS,en-US,US,Equity,Delayed Quote,True,HIGH,False,COLGATE PALMOLIVE LTD.,Colgate-Palmolive (India) Limited,NSI,finmb_878154,Asia/Kolkata,IST,19800000,in_market,False,NSE,364918,168.49988,0.083029404,2029.4 - 2747.4,-549.5,-0.20000729,-13.526529,1769680800,1769680800,1769680800,1747855800,1747855800,False,48.79,53.75709,49.37144,44.51764,80.12988,0.037836913,-69.110596,-0.030485345,15,15,3.0 - Hold,[],1771581603,False,1025495100000,30.699951,2167.2 - 2211.8,CLOSED,1.4165722,2197.9,
